"id","id_toko","status","nama_pt","link_pdf_gabungan","link_pdf_non_sbo","link_pdf_rekapitulasi","logo","email_pembuat","pemberi_persetujuan_direktur","waktu_persetujuan_direktur","pemberi_persetujuan_koordinator","waktu_persetujuan_koordinator","pemberi_persetujuan_manager","waktu_persetujuan_manager","alasan_penolakan","durasi_pekerjaan","kategori_lokasi","luas_bangunan","luas_terbangun","luas_area_terbuka","luas_area_parkir","luas_area_sales","luas_gudang","grand_total","grand_total_non_sbo","grand_total_final","created_at","link_pdf_sph","waktu_penolakan","no_sph","no_polis","berlaku_polis","file_asuransi","ditolak_oleh"
1700,952,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1_CgVsd9MUJF8LxvFMqTGlFraUdjIFh2M/view?usp=drivesdk,https://drive.google.com/file/d/1fZHhO8kg7rqEvTy70T5VJy8bGZBsVfta/view?usp=drivesdk,https://drive.google.com/file/d/15hr-u-eoJAF1kzuFz5WwsTlBVCWeRoFa/view?usp=drivesdk,,baraboro.rubi@gmail.com,,,,,,,,,,"199.9","199.9","0","0","72.78","17.42","25670475","25670475","28493700",,,,,,,,
1701,953,Ditolak oleh Koordinator,,https://drive.google.com/file/d/14jzWu_XHFb3Guge0gunY2wNCKmZ68TKm/view?usp=drivesdk,https://drive.google.com/file/d/1xd10XhF0zZxDkfTKWYXk0nXQJmYatfaW/view?usp=drivesdk,https://drive.google.com/file/d/1YV6knHLzsWm9KXqzFIRnC4G6tCE62GGd/view?usp=drivesdk,,khodayis_murni99@yahoo.co.id,,,,,,,,"14",Ruko,"272.12","302.1","59.96","59.96","108.86","72.25","42935500","42935500","47652300",,,,,,,,
1702,954,Disetujui,,https://drive.google.com/file/d/1sebh1GWgb12b3riKFDPBItNE2_lBaTgJ/view?usp=drivesdk,https://drive.google.com/file/d/1jZmr3LvCC-aodn-Wr_ufvweAHt3oX_uo/view?usp=drivesdk,https://drive.google.com/file/d/134V4qyXu1iuwvyBeAmBbRlPXtCuvX6pS/view?usp=drivesdk,,cv.hanakarya@yahoo.co.id,,,rachmat.a.a.jaya@sat.co.id,2026-03-04 08:10:46.529,didik.darmadi@sat.co.id,2026-03-04 08:42:21.821,,"48",Non Ruko,"278.25","469.13","381.75","359.15","133","61.52","566268920","566268920","628548600",,,,,,,,
1703,955,Disetujui,,https://drive.google.com/file/d/1f2N5AQlWZV01s3lWtZMv6kmxPa5Zk-5R/view?usp=drivesdk,https://drive.google.com/file/d/1CViQ5hRUiEzSbB9y6fvsSL4LRb51PxJu/view?usp=drivesdk,https://drive.google.com/file/d/1NES-lbJa_aq1sIvt9xgyDTzz6lJq_-bT/view?usp=drivesdk,,sarmantomanik16@gmail.com,,,ahmad.khumaidi@sat.co.id,2026-03-02 16:59:19.720,budi.kuswanto@sat.co.id,2026-03-02 17:55:42.729,,"48",Non Ruko,"352.52","520.26","335.48","188.77","193.03","66.52","3220680","3220680","3574200",,,,,,,,
1704,956,Disetujui,,https://drive.google.com/file/d/1m9pxGimes5i_KYz03htvRPWK_sLtcsWA/view?usp=drivesdk,https://drive.google.com/file/d/1CViyQLQK1DY_5q9Erq9yv6kQerMHXawP/view?usp=drivesdk,https://drive.google.com/file/d/1D4NTmhJlu_RONgegDwMyEpCzpzugNLoY/view?usp=drivesdk,,inalhuseinnst30@gmail.com,,,ahmad.khumaidi@sat.co.id,2026-03-04 08:51:53.708,budi.kuswanto@sat.co.id,2026-03-04 08:53:27.637,,"48",Non Ruko,"218.4","302.4","168","140.41","125","29.55","29210750","29210750","32423100",,,,,,,,
1705,957,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1f72Uv37LpIlorxz2DgxTEhFEPf2rK7HK/view?usp=drivesdk,https://drive.google.com/file/d/1kxxjuvjrBJfnISBmz86_nXuQ4rReTlA9/view?usp=drivesdk,https://drive.google.com/file/d/1_5C-9z2_ABZYqRKYYQQTsaAlq9MP66sn/view?usp=drivesdk,,sarmantomanik16@gmail.com,,,,,,,,"48",Non Ruko,"352.52","520.26","335.48","188.77","193.03","66.52","1088081345","1088081345","1207768800",,,,,,,,
1706,958,Disetujui,,https://drive.google.com/file/d/1U5Bphu0HeOh3Wt5-bRquhDVDUisB6w9Y/view?usp=drivesdk,https://drive.google.com/file/d/1uhBjgCRlvx3gxMBnq9qLLCLknvjLeKv0/view?usp=drivesdk,https://drive.google.com/file/d/1jZJ27ysYqDn7sUMOrXcmCDXi4ZXLG_hF/view?usp=drivesdk,,sarmantomanik16@gmail.com,,,ahmad.khumaidi@sat.co.id,2026-03-03 10:04:50.610,budi.kuswanto@sat.co.id,2026-03-03 10:07:29.799,,"48",Non Ruko,"352.52","520.26","335.48","188.77","193.03","66.52","877290352","877290352","973791900",,,,,,,,
1707,959,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1zEe63FtM4xVs6KSPQT4LMmGiC09dVpFj/view?usp=drivesdk,https://drive.google.com/file/d/10DZWWZtHAJylAa6AB_YKrdJoGjVc9EJC/view?usp=drivesdk,https://drive.google.com/file/d/10Lx7EgKJ8rDQqegm-a1nkHsPCwBYCVQU/view?usp=drivesdk,,mitragiriagung5758@gmail.com,,,,,,,,"30",Non Ruko,"408.48","408.48","0","0","127.03","107.77","638675422","638675422","708923700",,,,,,,,
1708,960,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1gSzG1Sq7wHKfe4pzVA16ZtI3_ol-yXeq/view?usp=drivesdk,https://drive.google.com/file/d/1bbMjIe8hWxrpxzPs4PX_3jJau9ANTqbG/view?usp=drivesdk,https://drive.google.com/file/d/1ZXI14045-dxdI3t9wkiy_nSBPkbCWY4i/view?usp=drivesdk,,dwipillarperdana@gmail.com,,,tedy.gibson@sat.co.id,2026-03-06 10:42:29.849,,,,"20",Ruko,"306.96","318.87","23.82","23.82","142.4","36.3","41195600","41195600","45720900",,,,,,,,
1709,961,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1lEwIiL-5r081C4BA-bp16-RorkNWA359/view?usp=drivesdk,https://drive.google.com/file/d/1QR3CZ57LfuTVYaYEfJRhH4RnRsxM7Vxa/view?usp=drivesdk,https://drive.google.com/file/d/1iF7VxE7fUImX1DY8cXiaXay8OlfCXWe0/view?usp=drivesdk,,wzmobileindo@gmail.com,,,,,,,,"10",Non Ruko,"485.44","647.44","324","94.18","136.24","342","41195600","41195600","45720900",,,,,,,,
1710,962,Disetujui,,https://drive.google.com/file/d/1MjOtxjDQGa8MErX7Q8-kRE4neBSk4lRS/view?usp=drivesdk,https://drive.google.com/file/d/1BO_Us7UKLkJvLZnhoEyEqRPBKhOdf4o6/view?usp=drivesdk,https://drive.google.com/file/d/1SsA6MVbzr3useHcqUS_qYIPvhnVC2Rt3/view?usp=drivesdk,,cv.hanakarya@yahoo.co.id,,,rachmat.a.a.jaya@sat.co.id,2026-03-05 15:52:17.730,didik.darmadi@sat.co.id,2026-03-06 10:02:24.383,,"48",Non Ruko,"278.25","469.13","381.75","359.15","133","61.52","0","0","0",,,,,,,,
1711,963,Disetujui,,https://drive.google.com/file/d/1Mima1DnphGQyxFJPTScI6O6kJclUo5I7/view?usp=drivesdk,https://drive.google.com/file/d/1I9HszYBNsn-FAE0on3hYo4CyoIaCpw84/view?usp=drivesdk,https://drive.google.com/file/d/1iwlo0GS2QTSN0oidFAQkyAnymA9RKgNE/view?usp=drivesdk,,sumberrejekicv524@gmail.com,,,arif.d.haryadi@sat.co.id,2026-03-09 14:00:17.475,solihin.kusnan@sat.co.id,2026-03-09 14:38:48.205,,"35",Non Ruko,"285.6","348","124.81","124.81","130.32","80.02","67974370","67974370","75446700",,,,,,,,
1712,964,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1YY6kbIEvvHkhz9csMXZKxxA7b0Im_KcD/view?usp=drivesdk,https://drive.google.com/file/d/1bihDiQwSemR8wY7xkAj32YBUfWarGklM/view?usp=drivesdk,https://drive.google.com/file/d/1Z7fBbjxe4LhLSRKHU-C7Nwl250yCq9ti/view?usp=drivesdk,,m.tondang39@gmail.com,,,irvan.a.piansyah@sat.co.id,2026-03-03 18:11:57.704,,,"Revisi 
Item ada yg tidak sesuai","40",Non Ruko,"241.25","295.52","108.55","108.55","109.65","44.75","111111","111111","122100",,,,,,,,
1713,965,Disetujui,,https://drive.google.com/file/d/1j6DhclUdDYShCnnczapxdLAlp-vEAZq5/view?usp=drivesdk,https://drive.google.com/file/d/1nPEBv43x5jFO3hSjJSgqyfai0HJ0g0qa/view?usp=drivesdk,https://drive.google.com/file/d/1y66edX1_RafL4dyzd6UnWyBGqMx9gj22/view?usp=drivesdk,,sumberrejekicv524@gmail.com,,,arif.d.haryadi@sat.co.id,2026-03-08 12:23:10.964,solihin.kusnan@sat.co.id,2026-03-09 08:56:42.680,,"35",Non Ruko,"285.6","348","124.81","124.81","130.32","80.02","32004100","32004100","35520000",,,,,,,,
1714,966,Disetujui,,https://drive.google.com/file/d/1LXLx9xoJLy6kwTNYgRKfs1gOTGd-duyP/view?usp=drivesdk,https://drive.google.com/file/d/1hWHB6ta9EsOBrN-PurfogUr-2-KM4U10/view?usp=drivesdk,https://drive.google.com/file/d/1VvyNriKVd7lLAmk3Lit4vGjIwA-7eP7E/view?usp=drivesdk,,inalhuseinnst30@gmail.com,,,ahmad.khumaidi@sat.co.id,2026-03-04 08:10:04.418,budi.kuswanto@sat.co.id,2026-03-04 08:20:09.740,,"48",Non Ruko,"218.4","302.4","168","140.41","125","29.55","558882793","558882793","620356800",,,,,,,,
1715,967,Ditolak oleh Manajer,,https://drive.google.com/file/d/15aDt9BFfsuCIODoy0ljzeD0MmFH0KaK1/view?usp=drivesdk,https://drive.google.com/file/d/1rrWukRUVg7QrW0fnEzFa2iEVFc64hAuk/view?usp=drivesdk,https://drive.google.com/file/d/1a5X-JR_40HbLD16-oD3-eMBdSxf0VRKt/view?usp=drivesdk,,hendrikotobing@gmail.com,,,arif.d.haryadi@sat.co.id,2026-03-08 12:27:53.846,budi.kuswanto@sat.co.id,2026-03-10 08:52:04.896,"RAB tdk sesuai, nama coordinator salah","30",Ruko,"4019","464.5","12725","5696","13916","27653","613563430","613563430","681051600",,,,,,,,
1716,968,Disetujui,,https://drive.google.com/file/d/1P5DyNLeCYk-bn5RXU4qsEkZaXrF5io3e/view?usp=drivesdk,https://drive.google.com/file/d/1seqgHA0-tECFM4RvFgNHMy5AUNkLQ0K8/view?usp=drivesdk,https://drive.google.com/file/d/1Wk7bLihQBMM2X7bqtmTbxmHxEpbjM5xZ/view?usp=drivesdk,,m.tondang39@gmail.com,,,irvan.a.piansyah@sat.co.id,2026-03-03 18:07:07.002,joko.sutrisno@sat.co.id,2026-03-04 04:31:26.922,,"40",Non Ruko,"241.25","295.52","108.55","108.55","109.65","44.75","24519780","24519780","27206100",,,,,,,,
1717,969,Disetujui,,https://drive.google.com/file/d/1J1B-3LYOj5XDQkDPaogldN2FgF0Vb3Hd/view?usp=drivesdk,https://drive.google.com/file/d/1aW5D-Muwsx37rvpzuCF1i9Dz79wgolLe/view?usp=drivesdk,https://drive.google.com/file/d/1uJD6Rwjp7w5wWztfAfwPRpEOQ8VS3L75/view?usp=drivesdk,,m.tondang39@gmail.com,,,panji.j.seta@sat.co.id,2026-04-14 15:06:21.403,eko.aprianto@sat.co.id,2026-04-14 15:30:15.439,,"20",Ruko,"231.9","258.18","52.56","52.56","102.7","23.1","28185100","28185100","31279800",,,,,,,,
1718,970,Disetujui,,https://drive.google.com/file/d/1whrVa1iehrAhwp0XZY4sKBUt95zV51u5/view?usp=drivesdk,https://drive.google.com/file/d/1zhovO-4VeH02ryr8ZEOb51rSfDsbLWiF/view?usp=drivesdk,https://drive.google.com/file/d/1YdQymc7RmIBPan0oUlMou-GL5DTQmvLW/view?usp=drivesdk,,mitragiriagung5758@gmail.com,,,lukman.suprayitno@sat.co.id,2026-03-27 11:05:06.513,titus.aji@sat.co.id,2026-03-27 11:08:23.709,,"35",Non Ruko,"274.54","347.46","145.83","114.12","143.18","47.63","540000","540000","599400",,,,,,,,
1719,971,Disetujui,,https://drive.google.com/file/d/1AY_EM3ZypQzGqdDAMGt08eDVfAZ-lw6Q/view?usp=drivesdk,https://drive.google.com/file/d/1RqLQhqIyOWFw-OLZS1k6D9lmANkKAIij/view?usp=drivesdk,https://drive.google.com/file/d/1ZED2cd9icpI1-Twi6JVECkHCe0oY4AV5/view?usp=drivesdk,,m.tondang39@gmail.com,,,panji.j.seta@sat.co.id,2026-04-14 15:07:11.884,eko.aprianto@sat.co.id,2026-04-14 15:29:51.572,,"14",Ruko,"231.9","258.18","52.56","52.56","102.7","23.1","23700000","23700000","26307000",,,,,,,,
1720,972,Disetujui,,https://drive.google.com/file/d/1tRLNklvIqz0SdkvPrBbcjkVwj7rDvicH/view?usp=drivesdk,https://drive.google.com/file/d/1ugvXH6maue5NaaTuXHH422dStsYTRWr0/view?usp=drivesdk,https://drive.google.com/file/d/1RYA1MjG4E10qzqaYenMWyrTSZSix5bEE/view?usp=drivesdk,,hendrikotobing@gmail.com,,,nurul.a.purba@sat.co.id,2026-03-18 12:00:37.281,budi.kuswanto@sat.co.id,2026-03-18 16:42:44.568,,"35",Ruko,"24495","314.5","1418","5696","13916","2653","35081210","35081210","38938800",,,,,,,,
1721,973,Disetujui,,https://drive.google.com/file/d/1pexmoQG8NGtyA3lNNc4LYs8CFmyZZvcp/view?usp=drivesdk,https://drive.google.com/file/d/1CisuVUSXLpiU4gZWic5K6vEnO91qHnVn/view?usp=drivesdk,https://drive.google.com/file/d/1wolr5gxNu8Wt3JvuWj2ZSNCsH4RhSMut/view?usp=drivesdk,,evlogia11.jy@gmail.com,,,iwayan.m.weda@sat.co.id,2026-03-11 12:12:12.409,khanifudin.bila@sat.co.id,2026-03-11 13:14:50.200,,"40",Non Ruko,"247.49","328.27","161.57","102.93","120.61","40.4","23590000","23590000","26184900",,,,,,,,
1722,974,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1An1ytIpVfwybFif0WaYcnzAOGqpGN2-B/view?usp=drivesdk,https://drive.google.com/file/d/1A3jw9zGI35dcRhxCXSAm8JU06LNQhQ0L/view?usp=drivesdk,https://drive.google.com/file/d/1uXToZToB9PCuDF9HrrCT1L2rYWLka68T/view?usp=drivesdk,,khodayis_murni99@yahoo.co.id,,,puput.t.setiawan@sat.co.id,2026-04-24 17:36:37.637,,,,"30",Ruko,"272.12","302.1","59.96","59.96","108.86","72.25","5918500","5918500","6560100",,,,,,,,
1723,975,Disetujui,,https://drive.google.com/file/d/13SoeamP-UQnG5B8MGEwgk6b9s0sjYZ9O/view?usp=drivesdk,https://drive.google.com/file/d/1QyaGKNmv9MXmGG9bVGRIDxQbtORioQ7m/view?usp=drivesdk,https://drive.google.com/file/d/1F2R8H1smFRqFJrtEFX6RdNEod1LtafxS/view?usp=drivesdk,,cv.asmarabersaudara@gmail.com,,,tedy.gibson@sat.co.id,2026-03-04 12:02:24.539,tedy.gibson@sat.co.id,2026-03-04 12:03:29.611,,"20",Non Ruko,"244.5","244.5","0","0","120.13","30.77","29110100","29110100","32312100",,,,,,,,
1724,976,Disetujui,,https://drive.google.com/file/d/1OxTJX0LT5hoN7A-437Cg3fm8bazfL9XP/view?usp=drivesdk,https://drive.google.com/file/d/1JxsaENUKwsVowCaPsiM7ibra0osMeYvJ/view?usp=drivesdk,https://drive.google.com/file/d/1Kwr-QNbZursUwIAsmz0jmulzATVe6sZ5/view?usp=drivesdk,,cvelektrikaberdikari19@gmail.com,,,abdul.c.athoillah@sat.co.id,2026-03-09 15:31:51.134,eko.a.budiman@sat.co.id,2026-03-09 15:39:31.504,,"30",Ruko,"216","296.68","161.36","161.36","129.08","22.37","607187472","607187472","673969800",,,,,,,,
1725,977,Disetujui,,https://drive.google.com/file/d/1CP934UAVkSbvcR8gG0h6B7zMub9h3N5X/view?usp=drivesdk,https://drive.google.com/file/d/10auJX-j9WmMLN8EdE7luWcW9FEv3yEEI/view?usp=drivesdk,https://drive.google.com/file/d/1Uo_hR85slN0PZEx50WCmdBnmd0rl5Urn/view?usp=drivesdk,,cvputrakaliamandit@gmail.com,,,rachmat.a.a.jaya@sat.co.id,2026-03-04 18:59:46.648,didik.darmadi@sat.co.id,2026-03-05 10:51:39.704,,"20",Ruko,"222.91","338.35","230.87","264.4","130.52","86.32","29210750","29210750","32423100",,,,,,,,
1726,978,Disetujui,,https://drive.google.com/file/d/10d-PebvOllBRS3dVg1M8hqP-39ZtcVk5/view?usp=drivesdk,https://drive.google.com/file/d/1EVQw6yjyHKQ5x1HxAX4wOoQL15txejiB/view?usp=drivesdk,https://drive.google.com/file/d/18h92ILAP7YLkTBf3CXrpK3dqVY4gkREf/view?usp=drivesdk,,fajarwangi2008@gmail.com,,,rachmat.a.a.jaya@sat.co.id,2026-03-04 16:15:32.147,didik.darmadi@sat.co.id,2026-03-05 10:49:24.864,,"35",Non Ruko,"374","470","192","192","125","94","223269415","223269415","223260000",,,,,,,,
1727,979,Disetujui,,https://drive.google.com/file/d/1kwHF-Zd8Cfw6MLW0cc9uUhWsQYCWJN53/view?usp=drivesdk,https://drive.google.com/file/d/1ba0o1nBOTFaJ3XaK3pvx7ZjXZHVy8FCz/view?usp=drivesdk,https://drive.google.com/file/d/1mfnkDpa8i1BvxRHRrwwqqaDbwtwB1fm8/view?usp=drivesdk,,cv.tritunggalsubang@gmail.com,,,yurry.rayendra@sat.co.id,2026-03-04 14:04:13.943,yadi.k.syamsudin@sat.co.id,2026-03-04 14:13:08.937,,"40",Non Ruko,"32767","413","17268","16351","13328","9404","242780205","242780205","269485800",,,,,,,,
1728,980,Disetujui,,https://drive.google.com/file/d/1tN7pEjc_Qz7LgRJ5maKvzDaVj72hQucQ/view?usp=drivesdk,https://drive.google.com/file/d/1gyj8UIg5VxCA-Hf28aXk_3kG49gIZzgb/view?usp=drivesdk,https://drive.google.com/file/d/1E5XKW6myZfaJlfgAszSsDqTZEIWPgSOd/view?usp=drivesdk,,cv.kingkonstruksiutama2015@gmail.com,,,ahmad.s.saputra@sat.co.id,2026-03-04 12:43:59.129,chirwan.juliansyah@sat.co.id,2026-03-04 13:53:23.416,,"30",Ruko,"197.45","274.13","153.35","135.3","124.63","24.16","28870600","28870600","32045700",,,,,,,,
1729,981,Disetujui,,https://drive.google.com/file/d/1NaCdPUIRgToP-iwnfCXZo14QcHu1TcaT/view?usp=drivesdk,https://drive.google.com/file/d/1xPF5ZkMIfJDCIjqnB6Qw17_zsTNnX3G0/view?usp=drivesdk,https://drive.google.com/file/d/1lGjI4ApVpYCTzB2e4QCMdVzybvBqeJQu/view?usp=drivesdk,,evlogia11.jy@gmail.com,,,iwayan.m.weda@sat.co.id,2026-03-10 07:07:33.834,khanifudin.bila@sat.co.id,2026-03-10 08:46:46.761,,"40",Non Ruko,"247.49","328.27","161.57","102.93","120.61","40.4","28330300","28330300","31446300",,,,,,,,
1731,983,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1wYAULdShFpYQnyxuEO_HITcmIbWJDAIr/view?usp=drivesdk,https://drive.google.com/file/d/1pYEFoTvAAfBPwAT6KRNBLbtfg9uQK1bg/view?usp=drivesdk,https://drive.google.com/file/d/1VibL2d0Z9IBeMwmh1k2nKv37J9ifHtZO/view?usp=drivesdk,,nagabaru2006@gmail.com,,,,,,,,"40",Non Ruko,"197.62","280.51","165.79","133.64","124.41","34.4","357600844","357600844","396936000",,,,,,,,
1732,984,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1MUFLED-tB2f1I9jyK4bNJqHcbx1XnmVc/view?usp=drivesdk,https://drive.google.com/file/d/1uDuVR5i4leRFyOm1yUn4cKVwhjJkrZ7F/view?usp=drivesdk,https://drive.google.com/file/d/1JuZ4GHK0sP9Ujm8dOmx_5oaY-3-8Jvns/view?usp=drivesdk,,bintangnacemerlangeuy@gmail.com,,,,,,,,"35",Non Ruko,"23951","301","12402","12402","13027","4164","26663695","26663695","29592600",,,,,,,,
1733,985,Disetujui,,https://drive.google.com/file/d/13VuIqix65O1RM-hNk2BAQ1YJ_35p2b7h/view?usp=drivesdk,https://drive.google.com/file/d/1eU7ZCqO6EZXxpwBIXFQ2ESzsh0BY7-TG/view?usp=drivesdk,https://drive.google.com/file/d/1Iwoq8uKO9ZxSkLiHzgjbhiNTFHVI6NrS/view?usp=drivesdk,,cv.tritunggalsubang@gmail.com,,,yurry.rayendra@sat.co.id,2026-03-04 14:05:12.835,yadi.k.syamsudin@sat.co.id,2026-03-04 14:14:15.121,,"40",Non Ruko,"32767","413","17268","16351","13328","9404","28251100","28251100","31357500",,,,,,,,
1734,986,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1qePWFXVBExa11uVedz4qVSxNomuuaqqP/view?usp=drivesdk,https://drive.google.com/file/d/19rk9FWK_r7P6LICUjETB5bhi8nNzW0_H/view?usp=drivesdk,https://drive.google.com/file/d/1GmfKK8agOvTaBWI9I1MKa5vlzE-PYXlN/view?usp=drivesdk,,tanjungmekarsari@gmail.com,,,Deden.Kurniawan@sat.co.id,2026-03-04 16:17:48.067,,,,"48",Non Ruko,"265.5","334.73","138.45","122.3","134.92","47.43","0","0","0",,,,,,,,
1735,987,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1pNOGA59htnS80FOblxb-tT8cQcGahvLJ/view?usp=drivesdk,https://drive.google.com/file/d/11bw3wYyfM__NoJN-djhdTpi4L4bspcZD/view?usp=drivesdk,https://drive.google.com/file/d/1QHVob1HaIxlo6TkZNyaFPy6auXO_4oW6/view?usp=drivesdk,,bintangnacemerlangeuy@gmail.com,,,irwanto.bana@sat.co.id,2026-03-17 08:27:54.043,,,,"40",Non Ruko,"308.88","510.9","404.04","404.04","131.92","53.18","8000000","8000000","8880000",,,,,,,,
1736,988,Disetujui,,https://drive.google.com/file/d/1O2LaIO_3eSzC4-_3TzgxVnPicGEjZuuQ/view?usp=drivesdk,https://drive.google.com/file/d/10xvpimwE7ZBMKEMIhse49lkwyszJCuFG/view?usp=drivesdk,https://drive.google.com/file/d/19IR66cDSCUxMFbNCmRZA6oCuiCkxr0xp/view?usp=drivesdk,,fajarwangi2008@gmail.com,,,rachmat.a.a.jaya@sat.co.id,2026-03-04 15:47:09.466,didik.darmadi@sat.co.id,2026-03-04 15:50:31.352,,"35",Non Ruko,"312.2","433.7","243","210","123","75","646109840","646109840","717171000",,,,,,,,
1737,989,Disetujui,,https://drive.google.com/file/d/1UolBQbEjqaHuZsoo4V-mO7r_7Hh_1vPR/view?usp=drivesdk,https://drive.google.com/file/d/1oLYKwKtU-a5HUs1Ycvg3WDzdt0UhZbrW/view?usp=drivesdk,https://drive.google.com/file/d/1bPfS9y8h1haKug8DjtBLa5Rc5hJuWcTK/view?usp=drivesdk,,bintangnacemerlangeuy@gmail.com,,,irwanto.bana@sat.co.id,2026-03-09 16:39:54.583,dadi.permana@sat.co.id,2026-03-09 16:56:41.870,,"35",Non Ruko,"23951","301","12402","12402","13027","4164","26215100","26215100","29093100",,,,,,,,
1738,990,Disetujui,,https://drive.google.com/file/d/1VXct_wXydQb54b3vqLT3T29cPyh4YbYo/view?usp=drivesdk,https://drive.google.com/file/d/1QseGC8ZfvCuCIZ_dVrCF1yw4N5oAd5N7/view?usp=drivesdk,https://drive.google.com/file/d/1eZ0ctrGQybROkiFAV5MAq8OnZJaNCJ-Z/view?usp=drivesdk,,cv.asmarabersaudara@gmail.com,,,tedy.gibson@sat.co.id,2026-03-05 11:18:13.298,,,,"20",Non Ruko,"244.5","244.5","0","0","120.13","30.77","37343200","37343200","41447400",,,,,,,,
1739,991,Ditolak oleh Koordinator,,https://drive.google.com/file/d/11PN9gW-ofF_WsZw81PlelMTtxNiSIUhX/view?usp=drivesdk,https://drive.google.com/file/d/12HJK9YI2d-NqZURk3c7NhcJoyd4LbD5l/view?usp=drivesdk,https://drive.google.com/file/d/16n3oTNEI60tbF1y0r8OFeViQ2IghSh4x/view?usp=drivesdk,,baraboro.rubi@gmail.com,,,,,,,,"10",Ruko,"199.9","199.9","0","0","72.78","17.42","337089957","337089957","374158800",,,,,,,,
1740,992,Disetujui,,https://drive.google.com/file/d/1umzPp8vTEx9DxoDICJi9kU_fihzYHH6y/view?usp=drivesdk,https://drive.google.com/file/d/1yRTw2NLUZ4TONyk5NgDU5ORNxNkgMguh/view?usp=drivesdk,https://drive.google.com/file/d/1EJ0oa9h43Unvwv7m2tamQiEfH0YH9Km5/view?usp=drivesdk,,bintangnacemerlangeuy@gmail.com,,,irwanto.bana@sat.co.id,2026-03-17 09:37:20.633,dadi.permana@sat.co.id,2026-03-17 17:30:11.168,,"40",Non Ruko,"308.88","510.9","404.04","404.04","131.92","53.18","549306385","549306385","609723000",,,,,,,,
1741,993,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1UetfZglZLkgF0pl8_6HxIUpfuGlB1Hgx/view?usp=drivesdk,https://drive.google.com/file/d/1DKg1UFL9njfNsAP5OMr672_ffvlX8xen/view?usp=drivesdk,https://drive.google.com/file/d/1i8a2GmDQAqmu3nCjFEyg6Ihu3FzsxEMn/view?usp=drivesdk,,bintangnacemerlangeuy@gmail.com,,,irwanto.bana@sat.co.id,2026-03-09 14:36:43.555,,,,"35",Non Ruko,"239.51","301.52","124.02","124.02","130.27","41.64","28738200","28738200","28730000",,,,,,,,
1742,994,Disetujui,,https://drive.google.com/file/d/1TYjAYZmxd5J9bVc7y6W4CrDP09mmHfBQ/view?usp=drivesdk,https://drive.google.com/file/d/1IkO8xaoE6UNYdfOwlHTYVzlu2XMbXQk9/view?usp=drivesdk,https://drive.google.com/file/d/13Y3uKItjKuOjiYHiqNqrw68TZk45Miwz/view?usp=drivesdk,,cvputrakaliamandit@gmail.com,,,rachmat.a.a.jaya@sat.co.id,2026-03-04 19:13:44.906,didik.darmadi@sat.co.id,2026-03-05 14:41:19.216,,"20",Ruko,"222.91","338.35","230.87","264.4","130.52","86.32","53130305","53130305","58974300",,,,,,,,
1743,995,Disetujui,,https://drive.google.com/file/d/1WqtCZaXww9JLoj1qt5n_Fc7IALd7E2wA/view?usp=drivesdk,https://drive.google.com/file/d/18vSER8YETFc50hZp47GLOQUZvg8YMhz8/view?usp=drivesdk,https://drive.google.com/file/d/1YAGPl2C-2nXDYB_YPhDNAKalKIDHksqF/view?usp=drivesdk,,resky_pratama99@yahoo.com,,,sukriadi.syamsuddin@sat.co.id,2026-03-16 08:12:22.426,firman.hakim@sat.co.id,2026-03-16 10:11:26.887,,"40",Non Ruko,"261.45","385.73","248.55","94.76","121.92","40.38","1132906895","1132906895","1257519000",,,,,,,,
1744,996,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1050uuIlFPenxF23pIawi4jqKbKsDSsHY/view?usp=drivesdk,https://drive.google.com/file/d/10MK0--56-KvB_Cgz21KBYkLV0R51Zphr/view?usp=drivesdk,https://drive.google.com/file/d/18HhrCtobSvRHUXzsbvz3uZO0ZoNM6SkZ/view?usp=drivesdk,,geo.nusa@gmail.com,,,eryanto.eman@sat.co.id,2026-04-08 08:48:48.451,,,"Dokumen RAB No Ulok 1SZ1-2512-000,RAB masih banyak item pekerjaan yang belum masuk,mohon untuk di inpukan kembali","40",Non Ruko,"304.95","379.95","150.01","127.44","130.55","30.54","28569000","28569000","31701600",,,,,,,,
1745,997,Ditolak oleh Koordinator,,https://drive.google.com/file/d/1efCBvYeU8w5QRLsamZAdyObBlCa15pi2/view?usp=drivesdk,https://drive.google.com/file/d/1uryXjQs7M_5-R2njWpp0x2IE3yqnj3WT/view?usp=drivesdk,https://drive.google.com/file/d/1QrTMq0_CnShDCiqMGW03X1DGLs451YLF/view?usp=drivesdk,,pt_piora_sintata@yahoo.com,,,,,,,,"30",Non Ruko,"300","309","18","132","120","35.56","213008350","213008350","236430000",,,,,,,,
